City_poll,Type_of_Location,ClusterId,year_number,month_number
CHANDRAPUR,Residential,3,1997,1
CHANDRAPUR,Unknown,0,1997,1
CHANDRAPUR,Industrial,3,1997,2
CHANDRAPUR,Residential,3,1997,2
CHANDRAPUR,Unknown,0,1997,2
CHANDRAPUR,Industrial,3,1997,3
CHANDRAPUR,Residential,3,1997,3
CHANDRAPUR,Unknown,0,1997,3
CHANDRAPUR,Industrial,3,1997,4
CHANDRAPUR,Residential,3,1997,4
CHANDRAPUR,Unknown,0,1997,4
CHANDRAPUR,Industrial,3,1997,5
CHANDRAPUR,Residential,1,1997,5
CHANDRAPUR,Unknown,0,1997,5
CHANDRAPUR,Industrial,1,1997,6
CHANDRAPUR,Residential,1,1997,6
CHANDRAPUR,Unknown,0,1997,6
CHANDRAPUR,Industrial,1,1997,7
CHANDRAPUR,Residential,1,1997,7
CHANDRAPUR,Unknown,0,1997,7
CHANDRAPUR,Industrial,1,1997,8
CHANDRAPUR,Residential,1,1997,8
CHANDRAPUR,Unknown,0,1997,8
CHANDRAPUR,Industrial,1,1997,9
CHANDRAPUR,Residential,1,1997,9
CHANDRAPUR,Industrial,1,1997,10
CHANDRAPUR,Residential,1,1997,10
CHANDRAPUR,Industrial,1,1997,11
CHANDRAPUR,Residential,1,1997,11
CHANDRAPUR,Industrial,3,1997,12
CHANDRAPUR,Residential,3,1997,12
CHANDRAPUR,Unknown,0,1997,12
CHANDRAPUR,Industrial,1,1998,1
CHANDRAPUR,Residential,3,1998,1
CHANDRAPUR,Unknown,3,1998,1
CHANDRAPUR,Industrial,3,1998,2
CHANDRAPUR,Residential,3,1998,2
CHANDRAPUR,Unknown,3,1998,2
CHANDRAPUR,Industrial,3,1998,3
CHANDRAPUR,Residential,2,1998,3
CHANDRAPUR,Unknown,0,1998,3
CHANDRAPUR,Industrial,3,1998,4
CHANDRAPUR,Residential,3,1998,4
CHANDRAPUR,Unknown,0,1998,4
CHANDRAPUR,Industrial,,1998,5
CHANDRAPUR,Residential,,1998,5
CHANDRAPUR,Unknown,,1998,5
CHANDRAPUR,Industrial,3,1998,6
CHANDRAPUR,Residential,1,1998,6
CHANDRAPUR,Unknown,0,1998,6
CHANDRAPUR,Industrial,3,1998,7
CHANDRAPUR,Residential,3,1998,7
CHANDRAPUR,Unknown,0,1998,7
CHANDRAPUR,Industrial,1,1998,8
CHANDRAPUR,Residential,1,1998,8
CHANDRAPUR,Unknown,0,1998,8
CHANDRAPUR,Industrial,1,1998,9
CHANDRAPUR,Residential,1,1998,9
CHANDRAPUR,Unknown,0,1998,9
CHANDRAPUR,Industrial,3,1998,10
CHANDRAPUR,Residential,1,1998,10
CHANDRAPUR,Unknown,3,1998,10
CHANDRAPUR,Industrial,1,1998,11
CHANDRAPUR,Residential,0,1998,11
CHANDRAPUR,Unknown,3,1998,11
CHANDRAPUR,Industrial,1,1998,12
CHANDRAPUR,Residential,0,1998,12
CHANDRAPUR,Unknown,3,1998,12
CHANDRAPUR,Industrial,1,1999,1
CHANDRAPUR,Residential,1,1999,1
CHANDRAPUR,Unknown,0,1999,1
CHANDRAPUR,Industrial,3,1999,2
CHANDRAPUR,Residential,1,1999,2
CHANDRAPUR,Unknown,0,1999,2
CHANDRAPUR,Industrial,1,1999,3
CHANDRAPUR,Residential,1,1999,3
CHANDRAPUR,Unknown,0,1999,3
CHANDRAPUR,Residential,1,1999,4
CHANDRAPUR,Industrial,1,1999,5
CHANDRAPUR,Residential,1,1999,5
CHANDRAPUR,Unknown,1,1999,5
CHANDRAPUR,Industrial,1,1999,6
CHANDRAPUR,Residential,1,1999,6
CHANDRAPUR,Unknown,0,1999,6
CHANDRAPUR,Industrial,1,1999,7
CHANDRAPUR,Residential,3,1999,7
CHANDRAPUR,Unknown,0,1999,7
CHANDRAPUR,Industrial,1,1999,8
CHANDRAPUR,Residential,1,1999,8
CHANDRAPUR,Unknown,0,1999,8
CHANDRAPUR,Industrial,1,1999,9
CHANDRAPUR,Residential,1,1999,9
CHANDRAPUR,Unknown,0,1999,9
CHANDRAPUR,Industrial,3,1999,10
CHANDRAPUR,Residential,0,1999,10
CHANDRAPUR,Unknown,1,1999,10
CHANDRAPUR,Industrial,1,1999,11
CHANDRAPUR,Residential,0,1999,11
CHANDRAPUR,Unknown,1,1999,11
CHANDRAPUR,Industrial,3,1999,12
CHANDRAPUR,Residential,0,1999,12
CHANDRAPUR,Unknown,1,1999,12
CHANDRAPUR,Industrial,1,2000,1
CHANDRAPUR,Residential,1,2000,1
CHANDRAPUR,Unknown,0,2000,1
CHANDRAPUR,Industrial,1,2000,2
CHANDRAPUR,Residential,1,2000,2
CHANDRAPUR,Unknown,0,2000,2
CHANDRAPUR,Industrial,1,2000,3
CHANDRAPUR,Residential,1,2000,3
CHANDRAPUR,Unknown,0,2000,3
CHANDRAPUR,Industrial,1,2000,4
CHANDRAPUR,Residential,1,2000,4
CHANDRAPUR,Unknown,0,2000,4
CHANDRAPUR,Industrial,1,2000,5
CHANDRAPUR,Residential,1,2000,5
CHANDRAPUR,Unknown,0,2000,5
CHANDRAPUR,Industrial,1,2000,6
CHANDRAPUR,Residential,1,2000,6
CHANDRAPUR,Unknown,0,2000,6
CHANDRAPUR,Industrial,1,2000,7
CHANDRAPUR,Residential,1,2000,7
CHANDRAPUR,Unknown,0,2000,7
CHANDRAPUR,Industrial,1,2000,8
CHANDRAPUR,Residential,1,2000,8
CHANDRAPUR,Unknown,0,2000,8
CHANDRAPUR,Industrial,1,2000,9
CHANDRAPUR,Residential,1,2000,9
CHANDRAPUR,Unknown,0,2000,9
CHANDRAPUR,Industrial,1,2000,10
CHANDRAPUR,Residential,0,2000,10
CHANDRAPUR,Unknown,1,2000,10
CHANDRAPUR,Industrial,1,2000,11
CHANDRAPUR,Residential,0,2000,11
CHANDRAPUR,Unknown,1,2000,11
CHANDRAPUR,Industrial,1,2000,12
CHANDRAPUR,Residential,0,2000,12
CHANDRAPUR,Unknown,1,2000,12
CHANDRAPUR,Industrial,1,2001,1
CHANDRAPUR,Residential,1,2001,1
CHANDRAPUR,Unknown,0,2001,1
CHANDRAPUR,Industrial,1,2001,2
CHANDRAPUR,Residential,1,2001,2
CHANDRAPUR,Unknown,0,2001,2
CHANDRAPUR,Industrial,1,2001,9
CHANDRAPUR,Residential,1,2001,9
CHANDRAPUR,Unknown,0,2001,9
CHANDRAPUR,Industrial,1,2001,10
CHANDRAPUR,Residential,0,2001,10
CHANDRAPUR,Unknown,1,2001,10
CHANDRAPUR,Industrial,1,2001,11
CHANDRAPUR,Residential,0,2001,11
CHANDRAPUR,Unknown,1,2001,11
CHANDRAPUR,Industrial,1,2001,12
CHANDRAPUR,Residential,0,2001,12
CHANDRAPUR,Unknown,1,2001,12
CHANDRAPUR,Industrial,1,2002,1
CHANDRAPUR,Residential,1,2002,1
CHANDRAPUR,Unknown,0,2002,1
CHANDRAPUR,Industrial,1,2002,2
CHANDRAPUR,Residential,1,2002,2
CHANDRAPUR,Unknown,1,2002,2
CHANDRAPUR,Industrial,1,2002,3
CHANDRAPUR,Residential,1,2002,3
CHANDRAPUR,Unknown,1,2002,3
CHANDRAPUR,Industrial,1,2002,4
CHANDRAPUR,Residential,1,2002,4
CHANDRAPUR,Industrial,1,2002,5
CHANDRAPUR,Residential,1,2002,5
CHANDRAPUR,Industrial,0,2002,6
CHANDRAPUR,Residential,0,2002,6
CHANDRAPUR,Industrial,0,2002,7
CHANDRAPUR,Residential,0,2002,7
CHANDRAPUR,Industrial,0,2002,8
CHANDRAPUR,Residential,0,2002,8
CHANDRAPUR,Industrial,1,2002,9
CHANDRAPUR,Residential,1,2002,9
CHANDRAPUR,Industrial,1,2002,10
CHANDRAPUR,Residential,0,2002,10
CHANDRAPUR,Industrial,1,2002,11
CHANDRAPUR,Residential,0,2002,11
CHANDRAPUR,Industrial,1,2002,12
CHANDRAPUR,Residential,0,2002,12
CHANDRAPUR,Unknown,1,2002,12
CHANDRAPUR,Industrial,1,2005,1
CHANDRAPUR,Residential,1,2005,1
CHANDRAPUR,Industrial,1,2005,2
CHANDRAPUR,Residential,1,2005,2
CHANDRAPUR,Industrial,1,2005,3
CHANDRAPUR,Residential,1,2005,3
CHANDRAPUR,Industrial,1,2005,4
CHANDRAPUR,Residential,1,2005,4
CHANDRAPUR,Industrial,0,2005,5
CHANDRAPUR,Residential,0,2005,5
CHANDRAPUR,Industrial,0,2005,6
CHANDRAPUR,Residential,1,2005,6
CHANDRAPUR,Industrial,0,2005,7
CHANDRAPUR,Residential,1,2005,7
CHANDRAPUR,Industrial,0,2005,8
CHANDRAPUR,Residential,1,2005,8
CHANDRAPUR,Industrial,1,2005,9
CHANDRAPUR,Residential,1,2005,9
CHANDRAPUR,Industrial,0,2005,10
CHANDRAPUR,Residential,1,2005,10
CHANDRAPUR,Industrial,1,2005,11
CHANDRAPUR,Residential,1,2005,11
CHANDRAPUR,Industrial,1,2005,12
CHANDRAPUR,Residential,1,2005,12
CHANDRAPUR,Industrial,1,2006,1
CHANDRAPUR,Residential,1,2006,1
CHANDRAPUR,Industrial,1,2006,2
CHANDRAPUR,Residential,0,2006,2
CHANDRAPUR,Industrial,1,2006,3
CHANDRAPUR,Residential,1,2006,3
CHANDRAPUR,Industrial,1,2006,4
CHANDRAPUR,Residential,1,2006,4
CHANDRAPUR,Industrial,1,2006,5
CHANDRAPUR,Residential,0,2006,5
CHANDRAPUR,Industrial,1,2006,6
CHANDRAPUR,Residential,1,2006,6
CHANDRAPUR,Industrial,1,2006,7
CHANDRAPUR,Residential,1,2006,7
CHANDRAPUR,Industrial,1,2006,8
CHANDRAPUR,Residential,3,2006,8
CHANDRAPUR,Industrial,3,2006,9
CHANDRAPUR,Residential,1,2006,9
CHANDRAPUR,Industrial,1,2006,10
CHANDRAPUR,Residential,3,2006,10
CHANDRAPUR,Industrial,1,2006,11
CHANDRAPUR,Residential,3,2006,11
CHANDRAPUR,Industrial,0,2006,12
CHANDRAPUR,Residential,3,2006,12
CHANDRAPUR,Industrial,3,2007,1
CHANDRAPUR,Residential,2,2007,1
CHANDRAPUR,Industrial,3,2007,2
CHANDRAPUR,Residential,1,2007,2
CHANDRAPUR,Industrial,1,2007,3
CHANDRAPUR,Residential,1,2007,3
CHANDRAPUR,Industrial,1,2007,4
CHANDRAPUR,Residential,1,2007,4
CHANDRAPUR,Industrial,1,2007,5
CHANDRAPUR,Residential,1,2007,5
CHANDRAPUR,Industrial,1,2007,6
CHANDRAPUR,Residential,1,2007,6
CHANDRAPUR,Industrial,1,2007,7
CHANDRAPUR,Residential,1,2007,7
CHANDRAPUR,Industrial,1,2007,8
CHANDRAPUR,Residential,1,2007,8
CHANDRAPUR,Industrial,1,2007,9
CHANDRAPUR,Residential,1,2007,9
CHANDRAPUR,Industrial,1,2007,10
CHANDRAPUR,Residential,1,2007,10
CHANDRAPUR,Industrial,1,2007,11
CHANDRAPUR,Residential,1,2007,11
CHANDRAPUR,Industrial,1,2007,12
CHANDRAPUR,Residential,1,2007,12
CHANDRAPUR,Industrial,1,2008,1
CHANDRAPUR,Residential,1,2008,1
CHANDRAPUR,Industrial,1,2008,2
CHANDRAPUR,Residential,1,2008,2
CHANDRAPUR,Industrial,1,2008,3
CHANDRAPUR,Residential,1,2008,3
CHANDRAPUR,Industrial,1,2008,4
CHANDRAPUR,Residential,1,2008,4
CHANDRAPUR,Industrial,1,2008,5
CHANDRAPUR,Residential,1,2008,5
CHANDRAPUR,Industrial,1,2008,6
CHANDRAPUR,Residential,1,2008,6
CHANDRAPUR,Industrial,1,2008,7
CHANDRAPUR,Residential,1,2008,7
CHANDRAPUR,Industrial,2,2008,8
CHANDRAPUR,Residential,1,2008,8
CHANDRAPUR,Industrial,1,2008,9
CHANDRAPUR,Residential,1,2008,9
CHANDRAPUR,Industrial,1,2008,10
CHANDRAPUR,Residential,1,2008,10
CHANDRAPUR,Industrial,1,2008,11
CHANDRAPUR,Residential,1,2008,11
CHANDRAPUR,Industrial,1,2008,12
CHANDRAPUR,Residential,1,2008,12
CHANDRAPUR,Industrial,0,2009,1
CHANDRAPUR,Residential,1,2009,1
CHANDRAPUR,Industrial,1,2009,2
CHANDRAPUR,Residential,0,2009,2
CHANDRAPUR,Industrial,0,2009,3
CHANDRAPUR,Residential,0,2009,3
CHANDRAPUR,Industrial,0,2009,4
CHANDRAPUR,Residential,0,2009,4
CHANDRAPUR,Industrial,0,2009,5
CHANDRAPUR,Residential,0,2009,5
CHANDRAPUR,Industrial,0,2009,6
CHANDRAPUR,Residential,0,2009,6
CHANDRAPUR,Industrial,3,2009,7
CHANDRAPUR,Residential,0,2009,7
CHANDRAPUR,Industrial,0,2009,8
CHANDRAPUR,Residential,0,2009,8
CHANDRAPUR,Industrial,3,2009,9
CHANDRAPUR,Residential,0,2009,9
CHANDRAPUR,Industrial,1,2009,10
CHANDRAPUR,Residential,0,2009,10
CHANDRAPUR,Industrial,1,2009,11
CHANDRAPUR,Residential,0,2009,11
CHANDRAPUR,Industrial,0,2009,12
CHANDRAPUR,Residential,0,2009,12
CHANDRAPUR,Industrial,0,2010,1
CHANDRAPUR,Residential,0,2010,1
CHANDRAPUR,Industrial,0,2010,2
CHANDRAPUR,Residential,0,2010,2
CHANDRAPUR,Industrial,0,2010,3
CHANDRAPUR,Residential,0,2010,3
CHANDRAPUR,Industrial,0,2010,4
CHANDRAPUR,Residential,0,2010,4
CHANDRAPUR,Industrial,0,2010,5
CHANDRAPUR,Residential,0,2010,5
CHANDRAPUR,Industrial,0,2010,6
CHANDRAPUR,Residential,1,2010,6
CHANDRAPUR,Industrial,1,2010,7
CHANDRAPUR,Residential,1,2010,7
CHANDRAPUR,Industrial,0,2010,8
CHANDRAPUR,Residential,1,2010,8
CHANDRAPUR,Industrial,0,2010,9
CHANDRAPUR,Residential,1,2010,9
CHANDRAPUR,Industrial,0,2010,10
CHANDRAPUR,Residential,1,2010,10
CHANDRAPUR,Industrial,0,2010,11
CHANDRAPUR,Residential,0,2010,11
CHANDRAPUR,Industrial,0,2010,12
CHANDRAPUR,Residential,0,2010,12
CHANDRAPUR,Industrial,0,2011,1
CHANDRAPUR,Residential,0,2011,1
CHANDRAPUR,Industrial,0,2011,2
CHANDRAPUR,Residential,1,2011,2
CHANDRAPUR,Industrial,0,2011,3
CHANDRAPUR,Residential,1,2011,3
CHANDRAPUR,Industrial,0,2011,4
CHANDRAPUR,Residential,1,2011,4
CHANDRAPUR,Industrial,0,2011,5
CHANDRAPUR,Residential,0,2011,5
CHANDRAPUR,Industrial,0,2011,6
CHANDRAPUR,Residential,0,2011,6
CHANDRAPUR,Industrial,1,2011,7
CHANDRAPUR,Residential,1,2011,7
CHANDRAPUR,Industrial,0,2011,8
CHANDRAPUR,Residential,0,2011,8
CHANDRAPUR,Industrial,1,2011,9
CHANDRAPUR,Residential,1,2011,9
CHANDRAPUR,Industrial,1,2011,10
CHANDRAPUR,Residential,0,2011,10
CHANDRAPUR,Industrial,1,2011,11
CHANDRAPUR,Residential,1,2011,11
CHANDRAPUR,Industrial,0,2011,12
CHANDRAPUR,Residential,0,2011,12
CHANDRAPUR,Industrial,0,2012,1
CHANDRAPUR,Residential,0,2012,1
CHANDRAPUR,Industrial,0,2012,2
CHANDRAPUR,Residential,0,2012,2
CHANDRAPUR,Industrial,0,2012,3
CHANDRAPUR,Residential,0,2012,3
CHANDRAPUR,Industrial,0,2012,4
CHANDRAPUR,Residential,0,2012,4
CHANDRAPUR,Industrial,0,2012,5
CHANDRAPUR,Residential,0,2012,5
CHANDRAPUR,Industrial,0,2012,6
CHANDRAPUR,Residential,0,2012,6
CHANDRAPUR,Industrial,0,2012,7
CHANDRAPUR,Residential,0,2012,7
CHANDRAPUR,Industrial,0,2012,8
CHANDRAPUR,Residential,0,2012,8
CHANDRAPUR,Industrial,0,2012,9
CHANDRAPUR,Residential,0,2012,9
CHANDRAPUR,Industrial,0,2012,10
CHANDRAPUR,Residential,0,2012,10
CHANDRAPUR,Industrial,0,2012,11
CHANDRAPUR,Residential,0,2012,11
CHANDRAPUR,Industrial,0,2012,12
CHANDRAPUR,Residential,0,2012,12
CHANDRAPUR,Industrial,0,2013,1
CHANDRAPUR,Residential,0,2013,1
CHANDRAPUR,Industrial,0,2013,2
CHANDRAPUR,Residential,0,2013,2
CHANDRAPUR,Industrial,0,2013,3
CHANDRAPUR,Residential,0,2013,3
CHANDRAPUR,Industrial,0,2013,4
CHANDRAPUR,Residential,0,2013,4
CHANDRAPUR,Industrial,0,2013,5
CHANDRAPUR,Residential,0,2013,5
CHANDRAPUR,Industrial,0,2013,6
CHANDRAPUR,Residential,0,2013,6
CHANDRAPUR,Industrial,0,2013,7
CHANDRAPUR,Residential,0,2013,7
CHANDRAPUR,Industrial,0,2013,8
CHANDRAPUR,Residential,0,2013,8
CHANDRAPUR,Industrial,0,2013,9
CHANDRAPUR,Residential,0,2013,9
CHANDRAPUR,Industrial,0,2013,10
CHANDRAPUR,Residential,0,2013,10
CHANDRAPUR,Industrial,0,2013,11
CHANDRAPUR,Residential,0,2013,11
CHANDRAPUR,Industrial,0,2013,12
CHANDRAPUR,Residential,0,2013,12
CHANDRAPUR,Industrial,0,2014,1
CHANDRAPUR,Residential,0,2014,1
CHANDRAPUR,Industrial,0,2014,2
CHANDRAPUR,Residential,0,2014,2
CHANDRAPUR,Industrial,0,2014,3
CHANDRAPUR,Residential,0,2014,3
CHANDRAPUR,Industrial,0,2014,4
CHANDRAPUR,Residential,0,2014,4
CHANDRAPUR,Industrial,0,2014,5
CHANDRAPUR,Residential,0,2014,5
CHANDRAPUR,Industrial,0,2014,6
CHANDRAPUR,Residential,0,2014,6
CHANDRAPUR,Industrial,0,2014,7
CHANDRAPUR,Residential,0,2014,7
CHANDRAPUR,Industrial,0,2014,8
CHANDRAPUR,Residential,0,2014,8
CHANDRAPUR,Industrial,0,2014,9
CHANDRAPUR,Residential,0,2014,9
CHANDRAPUR,Industrial,0,2014,10
CHANDRAPUR,Residential,0,2014,10
CHANDRAPUR,Industrial,0,2014,11
CHANDRAPUR,Residential,0,2014,11
CHANDRAPUR,Industrial,0,2014,12
CHANDRAPUR,Residential,0,2014,12
CHANDRAPUR,Industrial,0,2015,1
CHANDRAPUR,Residential,0,2015,1
CHANDRAPUR,Industrial,0,2015,2
CHANDRAPUR,Residential,0,2015,2
CHANDRAPUR,Industrial,0,2015,3
CHANDRAPUR,Residential,0,2015,3
CHANDRAPUR,Industrial,0,2015,4
CHANDRAPUR,Residential,0,2015,4
CHANDRAPUR,Industrial,0,2015,5
CHANDRAPUR,Residential,0,2015,5
CHANDRAPUR,Industrial,,2015,6
CHANDRAPUR,Residential,,2015,6
CHANDRAPUR,Industrial,0,2015,7
CHANDRAPUR,Residential,0,2015,7
CHANDRAPUR,Industrial,0,2015,8
CHANDRAPUR,Residential,2,2015,8
CHANDRAPUR,Industrial,0,2015,9
CHANDRAPUR,Residential,1,2015,9
CHANDRAPUR,Industrial,0,2015,10
CHANDRAPUR,Residential,0,2015,10
CHANDRAPUR,Industrial,0,2015,11
CHANDRAPUR,Residential,1,2015,11
CHANDRAPUR,Industrial,0,2015,12
CHANDRAPUR,Residential,1,2015,12
DOMBIVLI,Unknown,1,1994,12
DOMBIVLI,Industrial,,1995,1
DOMBIVLI,Unknown,,1995,1
DOMBIVLI,Industrial,1,1995,6
DOMBIVLI,Unknown,0,1995,6
DOMBIVLI,Industrial,2,1995,7
DOMBIVLI,Unknown,0,1995,7
DOMBIVLI,Industrial,0,1995,8
DOMBIVLI,Unknown,0,1995,8
DOMBIVLI,Industrial,0,1995,9
DOMBIVLI,Unknown,0,1995,9
DOMBIVLI,Industrial,0,1995,10
DOMBIVLI,Unknown,1,1995,10
DOMBIVLI,Industrial,0,1995,11
DOMBIVLI,Unknown,1,1995,11
DOMBIVLI,Industrial,0,1995,12
DOMBIVLI,Unknown,1,1995,12
DOMBIVLI,Industrial,0,1996,1
DOMBIVLI,Unknown,0,1996,1
DOMBIVLI,Industrial,3,1996,2
DOMBIVLI,Unknown,0,1996,2
DOMBIVLI,Industrial,0,1996,3
DOMBIVLI,Unknown,0,1996,3
DOMBIVLI,Industrial,0,1996,4
DOMBIVLI,Unknown,0,1996,4
DOMBIVLI,Industrial,0,1996,5
DOMBIVLI,Unknown,0,1996,5
DOMBIVLI,Industrial,0,1996,6
DOMBIVLI,Unknown,0,1996,6
DOMBIVLI,Industrial,0,1996,7
DOMBIVLI,Unknown,0,1996,7
DOMBIVLI,Industrial,0,1996,8
DOMBIVLI,Unknown,1,1996,8
DOMBIVLI,Industrial,0,1996,9
DOMBIVLI,Unknown,0,1996,9
DOMBIVLI,Industrial,1,1996,10
DOMBIVLI,Unknown,1,1996,10
DOMBIVLI,Industrial,0,1996,11
DOMBIVLI,Unknown,0,1996,11
DOMBIVLI,Industrial,0,1996,12
DOMBIVLI,Unknown,0,1996,12
DOMBIVLI,Industrial,0,1997,1
DOMBIVLI,Unknown,0,1997,1
DOMBIVLI,Industrial,0,1997,2
DOMBIVLI,Unknown,0,1997,2
DOMBIVLI,Industrial,0,1997,3
DOMBIVLI,Unknown,0,1997,3
DOMBIVLI,Industrial,0,1997,4
DOMBIVLI,Unknown,0,1997,4
DOMBIVLI,Industrial,0,1997,5
DOMBIVLI,Unknown,0,1997,5
DOMBIVLI,Industrial,0,1997,6
DOMBIVLI,Unknown,1,1997,6
DOMBIVLI,Industrial,0,1997,7
DOMBIVLI,Unknown,3,1997,7
DOMBIVLI,Industrial,0,1997,8
DOMBIVLI,Unknown,3,1997,8
DOMBIVLI,Industrial,0,1997,9
DOMBIVLI,Unknown,0,1997,9
DOMBIVLI,Industrial,0,1997,10
DOMBIVLI,Unknown,0,1997,10
DOMBIVLI,Industrial,0,1997,11
DOMBIVLI,Unknown,0,1997,11
DOMBIVLI,Industrial,0,1997,12
DOMBIVLI,Unknown,0,1997,12
DOMBIVLI,Industrial,2,1998,1
DOMBIVLI,Unknown,0,1998,1
DOMBIVLI,Industrial,3,1998,2
DOMBIVLI,Unknown,0,1998,2
DOMBIVLI,Industrial,2,1998,3
DOMBIVLI,Unknown,2,1998,3
DOMBIVLI,Industrial,2,1998,4
DOMBIVLI,Unknown,2,1998,4
DOMBIVLI,Industrial,2,1998,5
DOMBIVLI,Unknown,2,1998,5
DOMBIVLI,Industrial,0,1998,6
DOMBIVLI,Unknown,0,1998,11
DOMBIVLI,Unknown,0,1998,12
DOMBIVLI,Industrial,0,1999,3
DOMBIVLI,Unknown,0,1999,3
DOMBIVLI,Industrial,0,1999,4
DOMBIVLI,Unknown,0,1999,4
DOMBIVLI,Industrial,0,1999,5
DOMBIVLI,Unknown,0,1999,5
DOMBIVLI,Industrial,1,1999,6
DOMBIVLI,Unknown,1,1999,6
DOMBIVLI,Industrial,0,1999,7
DOMBIVLI,Unknown,1,1999,7
DOMBIVLI,Industrial,0,1999,8
DOMBIVLI,Unknown,0,1999,8
DOMBIVLI,Industrial,0,1999,9
DOMBIVLI,Unknown,0,1999,9
DOMBIVLI,Industrial,3,1999,10
DOMBIVLI,Unknown,0,1999,10
DOMBIVLI,Industrial,3,1999,11
DOMBIVLI,Unknown,0,1999,11
DOMBIVLI,Unknown,1,1999,12
DOMBIVLI,Industrial,1,2000,1
DOMBIVLI,Unknown,2,2000,1
DOMBIVLI,Industrial,0,2000,2
DOMBIVLI,Unknown,2,2000,2
DOMBIVLI,Industrial,2,2000,3
DOMBIVLI,Unknown,2,2000,3
DOMBIVLI,Industrial,2,2000,6
DOMBIVLI,Unknown,2,2000,6
DOMBIVLI,Unknown,2,2000,7
DOMBIVLI,Industrial,2,2000,8
DOMBIVLI,Unknown,2,2000,8
DOMBIVLI,Industrial,2,2000,9
DOMBIVLI,Unknown,2,2000,9
DOMBIVLI,Industrial,2,2012,1
DOMBIVLI,Industrial,1,2012,2
DOMBIVLI,Industrial,1,2012,3
DOMBIVLI,Industrial,1,2012,4
DOMBIVLI,Industrial,1,2012,5
DOMBIVLI,Industrial,1,2012,6
DOMBIVLI,Industrial,1,2012,7
DOMBIVLI,Industrial,1,2012,8
DOMBIVLI,Industrial,1,2012,9
DOMBIVLI,Industrial,1,2012,10
DOMBIVLI,Industrial,1,2012,11
DOMBIVLI,Industrial,1,2012,12
DOMBIVLI,Industrial,1,2013,1
DOMBIVLI,Industrial,2,2013,2
DOMBIVLI,Industrial,1,2013,3
DOMBIVLI,Industrial,2,2013,4
DOMBIVLI,Industrial,1,2013,5
DOMBIVLI,Industrial,2,2013,6
DOMBIVLI,Industrial,1,2013,7
DOMBIVLI,Industrial,2,2013,8
DOMBIVLI,Industrial,1,2013,9
DOMBIVLI,Industrial,1,2013,10
DOMBIVLI,Industrial,1,2013,11
DOMBIVLI,Industrial,1,2013,12
DOMBIVLI,Industrial,1,2014,1
DOMBIVLI,Industrial,1,2014,2
DOMBIVLI,Industrial,1,2014,3
DOMBIVLI,Industrial,1,2014,4
DOMBIVLI,Industrial,1,2014,5
DOMBIVLI,Industrial,1,2014,6
DOMBIVLI,Industrial,1,2014,7
DOMBIVLI,Industrial,1,2014,8
DOMBIVLI,Industrial,1,2014,9
DOMBIVLI,Industrial,1,2014,10
DOMBIVLI,Industrial,1,2014,11
DOMBIVLI,Industrial,1,2014,12
DOMBIVLI,Industrial,1,2015,1
DOMBIVLI,Industrial,0,2015,2
DOMBIVLI,Industrial,0,2015,3
DOMBIVLI,Industrial,0,2015,4
DOMBIVLI,Industrial,0,2015,5
DOMBIVLI,Industrial,0,2015,6
DOMBIVLI,Industrial,1,2015,7
DOMBIVLI,Industrial,0,2015,8
DOMBIVLI,Industrial,0,2015,9
DOMBIVLI,Industrial,0,2015,10
DOMBIVLI,Industrial,0,2015,11
DOMBIVLI,Industrial,0,2015,12
GREATER MUMBAI,Industrial,1,2005,1
GREATER MUMBAI,Industrial,1,2005,2
GREATER MUMBAI,Industrial,1,2005,3
GREATER MUMBAI,Industrial,1,2005,4
GREATER MUMBAI,Industrial,1,2005,5
GREATER MUMBAI,Industrial,1,2005,6
GREATER MUMBAI,Industrial,1,2005,7
GREATER MUMBAI,Industrial,0,2005,8
GREATER MUMBAI,Industrial,1,2005,9
GREATER MUMBAI,Industrial,1,2005,10
GREATER MUMBAI,Industrial,1,2005,11
GREATER MUMBAI,Industrial,1,2005,12
GREATER MUMBAI,Industrial,1,2006,1
GREATER MUMBAI,Industrial,0,2006,2
GREATER MUMBAI,Industrial,1,2006,3
GREATER MUMBAI,Industrial,1,2006,4
GREATER MUMBAI,Industrial,1,2006,5
GREATER MUMBAI,Industrial,0,2006,6
GREATER MUMBAI,Industrial,1,2006,7
GREATER MUMBAI,Residential,0,2006,7
GREATER MUMBAI,Industrial,0,2006,8
GREATER MUMBAI,Industrial,1,2006,9
GREATER MUMBAI,Industrial,1,2006,10
GREATER MUMBAI,Industrial,1,2006,11
GREATER MUMBAI,Residential,1,2006,11
GREATER MUMBAI,Industrial,1,2006,12
GREATER MUMBAI,Industrial,1,2007,1
GREATER MUMBAI,Industrial,1,2007,2
GREATER MUMBAI,Industrial,1,2007,3
GREATER MUMBAI,Industrial,1,2007,4
GREATER MUMBAI,Industrial,1,2007,5
GREATER MUMBAI,Industrial,1,2007,6
GREATER MUMBAI,Industrial,1,2007,7
GREATER MUMBAI,Industrial,1,2007,8
GREATER MUMBAI,Industrial,1,2007,9
GREATER MUMBAI,Industrial,1,2007,10
GREATER MUMBAI,Industrial,1,2007,11
GREATER MUMBAI,Industrial,1,2007,12
GREATER MUMBAI,Industrial,1,2008,1
GREATER MUMBAI,Industrial,1,2008,2
GREATER MUMBAI,Industrial,1,2008,3
GREATER MUMBAI,Industrial,1,2008,4
GREATER MUMBAI,Industrial,1,2008,5
